"TIME","GEO","SIEC","UNIT","Value","Flag and Footnotes"
"2018M12","Sweden","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","6 221.957",""
"2019M01","European Union - 27 countries (from 2020)","Total","Gigawatt-hour","269 098.255",""
"2019M01","European Union - 27 countries (from 2020)","Combustible fuels - non-renewable","Gigawatt-hour","2 857.216",""
"2019M01","European Union - 27 countries (from 2020)","Coal and manufactured gases","Gigawatt-hour","49 437.611",""
"2019M01","European Union - 27 countries (from 2020)","Natural gas","Gigawatt-hour","42 624.254",""
"2019M01","European Union - 27 countries (from 2020)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","71 725.161",""
"2019M01","Belgium","Total","Gigawatt-hour","7 374.325",""
"2019M01","Belgium","Combustible fuels - non-renewable","Gigawatt-hour","88.043",""
"2019M01","Belgium","Coal and manufactured gases","Gigawatt-hour","194.270",""
"2019M01","Belgium","Natural gas","Gigawatt-hour","2 685.105",""
"2019M01","Belgium","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 903.726",""
"2019M01","Bulgaria","Total","Gigawatt-hour","4 229.581",""
"2019M01","Bulgaria","Combustible fuels - non-renewable","Gigawatt-hour","13.994",""
"2019M01","Bulgaria","Coal and manufactured gases","Gigawatt-hour","1 854.000",""
"2019M01","Bulgaria","Natural gas","Gigawatt-hour","246.353",""
"2019M01","Bulgaria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 486.361",""
"2019M01","Czechia","Total","Gigawatt-hour","8 000.632",""
"2019M01","Czechia","Combustible fuels - non-renewable","Gigawatt-hour","5.894",""
"2019M01","Czechia","Coal and manufactured gases","Gigawatt-hour","3 948.785",""
"2019M01","Czechia","Natural gas","Gigawatt-hour","585.122",""
"2019M01","Czechia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 593.629",""
"2019M01","Denmark","Total","Gigawatt-hour","3 452.783",""
"2019M01","Denmark","Combustible fuels - non-renewable","Gigawatt-hour","69.082",""
"2019M01","Denmark","Coal and manufactured gases","Gigawatt-hour","848.334",""
"2019M01","Denmark","Natural gas","Gigawatt-hour","316.699",""
"2019M01","Denmark","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M01","Germany (until 1990 former territory of the FRG)","Total","Gigawatt-hour","53 992.955",""
"2019M01","Germany (until 1990 former territory of the FRG)","Combustible fuels - non-renewable","Gigawatt-hour","1 497.859","e"
"2019M01","Germany (until 1990 former territory of the FRG)","Coal and manufactured gases","Gigawatt-hour","18 361.465","e"
"2019M01","Germany (until 1990 former territory of the FRG)","Natural gas","Gigawatt-hour","8 475.136","e"
"2019M01","Germany (until 1990 former territory of the FRG)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","6 815.494",""
"2019M01","Estonia","Total","Gigawatt-hour","1 045.000",""
"2019M01","Estonia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M01","Estonia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M01","Estonia","Natural gas","Gigawatt-hour","0.000",""
"2019M01","Estonia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M01","Ireland","Total","Gigawatt-hour","2 604.425",""
"2019M01","Ireland","Combustible fuels - non-renewable","Gigawatt-hour","239.708",""
"2019M01","Ireland","Coal and manufactured gases","Gigawatt-hour","129.639",""
"2019M01","Ireland","Natural gas","Gigawatt-hour","1 231.460",""
"2019M01","Ireland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M01","Greece","Total","Gigawatt-hour","5 279.582",""
"2019M01","Greece","Combustible fuels - non-renewable","Gigawatt-hour","0.040",""
"2019M01","Greece","Coal and manufactured gases","Gigawatt-hour","1 381.780",""
"2019M01","Greece","Natural gas","Gigawatt-hour","2 061.520",""
"2019M01","Greece","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M01","Spain","Total","Gigawatt-hour","24 569.178",""
"2019M01","Spain","Combustible fuels - non-renewable","Gigawatt-hour","206.705",""
"2019M01","Spain","Coal and manufactured gases","Gigawatt-hour","3 291.832",""
"2019M01","Spain","Natural gas","Gigawatt-hour","5 625.000",""
"2019M01","Spain","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","5 041.367",""
"2019M01","France","Total","Gigawatt-hour","56 569.387",""
"2019M01","France","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M01","France","Coal and manufactured gases","Gigawatt-hour","836.898","e"
"2019M01","France","Natural gas","Gigawatt-hour","6 495.193",""
"2019M01","France","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","40 157.967",""
"2019M01","Croatia","Total","Gigawatt-hour","1 200.594",""
"2019M01","Croatia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M01","Croatia","Coal and manufactured gases","Gigawatt-hour","146.637",""
"2019M01","Croatia","Natural gas","Gigawatt-hour","365.627",""
"2019M01","Croatia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M01","Italy","Total","Gigawatt-hour","26 029.000",""
"2019M01","Italy","Combustible fuels - non-renewable","Gigawatt-hour",":",""
"2019M01","Italy","Coal and manufactured gases","Gigawatt-hour",":",""
"2019M01","Italy","Natural gas","Gigawatt-hour",":",""
"2019M01","Italy","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M01","Cyprus","Total","Gigawatt-hour","442.695",""
"2019M01","Cyprus","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M01","Cyprus","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M01","Cyprus","Natural gas","Gigawatt-hour","0.000",""
"2019M01","Cyprus","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M01","Latvia","Total","Gigawatt-hour","599.000",""
"2019M01","Latvia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M01","Latvia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M01","Latvia","Natural gas","Gigawatt-hour","417.000",""
"2019M01","Latvia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M01","Lithuania","Total","Gigawatt-hour","310.904",""
"2019M01","Lithuania","Combustible fuels - non-renewable","Gigawatt-hour","6.546","e"
"2019M01","Lithuania","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M01","Lithuania","Natural gas","Gigawatt-hour","31.490","e"
"2019M01","Lithuania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M01","Luxembourg","Total","Gigawatt-hour","186.399",""
"2019M01","Luxembourg","Combustible fuels - non-renewable","Gigawatt-hour","5.410",""
"2019M01","Luxembourg","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M01","Luxembourg","Natural gas","Gigawatt-hour","26.132",""
"2019M01","Luxembourg","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M01","Hungary","Total","Gigawatt-hour","3 182.533",""
"2019M01","Hungary","Combustible fuels - non-renewable","Gigawatt-hour","23.043",""
"2019M01","Hungary","Coal and manufactured gases","Gigawatt-hour","359.065",""
"2019M01","Hungary","Natural gas","Gigawatt-hour","1 069.171",""
"2019M01","Hungary","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 445.771",""
"2019M01","Malta","Total","Gigawatt-hour","177.593",""
"2019M01","Malta","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M01","Malta","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M01","Malta","Natural gas","Gigawatt-hour","167.748",""
"2019M01","Malta","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M01","Netherlands","Total","Gigawatt-hour","11 678.250",""
"2019M01","Netherlands","Combustible fuels - non-renewable","Gigawatt-hour","164.962",""
"2019M01","Netherlands","Coal and manufactured gases","Gigawatt-hour","2 735.828",""
"2019M01","Netherlands","Natural gas","Gigawatt-hour","6 489.219",""
"2019M01","Netherlands","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","360.784",""
"2019M01","Austria","Total","Gigawatt-hour","6 653.671",""
"2019M01","Austria","Combustible fuels - non-renewable","Gigawatt-hour","72.165",""
"2019M01","Austria","Coal and manufactured gases","Gigawatt-hour","355.459",""
"2019M01","Austria","Natural gas","Gigawatt-hour","1 619.779",""
"2019M01","Austria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M01","Poland","Total","Gigawatt-hour","14 539.677",""
"2019M01","Poland","Combustible fuels - non-renewable","Gigawatt-hour","98.348",""
"2019M01","Poland","Coal and manufactured gases","Gigawatt-hour","10 894.804",""
"2019M01","Poland","Natural gas","Gigawatt-hour","1 201.001",""
"2019M01","Poland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M01","Portugal","Total","Gigawatt-hour","5 057.000",""
"2019M01","Portugal","Combustible fuels - non-renewable","Gigawatt-hour","28.000",""
"2019M01","Portugal","Coal and manufactured gases","Gigawatt-hour","1 018.000",""
"2019M01","Portugal","Natural gas","Gigawatt-hour","1 150.000",""
"2019M01","Portugal","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M01","Romania","Total","Gigawatt-hour","4 995.000",""
"2019M01","Romania","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M01","Romania","Coal and manufactured gases","Gigawatt-hour","1 083.000",""
"2019M01","Romania","Natural gas","Gigawatt-hour","1 112.000",""
"2019M01","Romania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","945.000",""
"2019M01","Slovenia","Total","Gigawatt-hour","1 194.037",""
"2019M01","Slovenia","Combustible fuels - non-renewable","Gigawatt-hour","0.876",""
"2019M01","Slovenia","Coal and manufactured gases","Gigawatt-hour","400.360",""
"2019M01","Slovenia","Natural gas","Gigawatt-hour","53.500",""
"2019M01","Slovenia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","514.602",""
"2019M01","Slovakia","Total","Gigawatt-hour","2 386.000",""
"2019M01","Slovakia","Combustible fuels - non-renewable","Gigawatt-hour","39.000",""
"2019M01","Slovakia","Coal and manufactured gases","Gigawatt-hour","256.000",""
"2019M01","Slovakia","Natural gas","Gigawatt-hour","253.000",""
"2019M01","Slovakia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 339.000",""
"2019M01","Finland","Total","Gigawatt-hour","6 969.000",""
"2019M01","Finland","Combustible fuels - non-renewable","Gigawatt-hour","87.000",""
"2019M01","Finland","Coal and manufactured gases","Gigawatt-hour","1 229.000",""
"2019M01","Finland","Natural gas","Gigawatt-hour","761.000",""
"2019M01","Finland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 071.000",""
"2019M01","Sweden","Total","Gigawatt-hour","16 379.054",""
"2019M01","Sweden","Combustible fuels - non-renewable","Gigawatt-hour","210.541",""
"2019M01","Sweden","Coal and manufactured gases","Gigawatt-hour","112.455",""
"2019M01","Sweden","Natural gas","Gigawatt-hour","185.999",""
"2019M01","Sweden","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","6 050.460",""
"2019M02","European Union - 27 countries (from 2020)","Total","Gigawatt-hour","233 850.237",""
"2019M02","European Union - 27 countries (from 2020)","Combustible fuels - non-renewable","Gigawatt-hour","2 587.348",""
"2019M02","European Union - 27 countries (from 2020)","Coal and manufactured gases","Gigawatt-hour","41 147.536",""
"2019M02","European Union - 27 countries (from 2020)","Natural gas","Gigawatt-hour","34 254.905",""
"2019M02","European Union - 27 countries (from 2020)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","64 817.905",""
"2019M02","Belgium","Total","Gigawatt-hour","6 424.771",""
"2019M02","Belgium","Combustible fuels - non-renewable","Gigawatt-hour","85.594",""
"2019M02","Belgium","Coal and manufactured gases","Gigawatt-hour","180.355",""
"2019M02","Belgium","Natural gas","Gigawatt-hour","1 973.288",""
"2019M02","Belgium","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 805.115",""
"2019M02","Bulgaria","Total","Gigawatt-hour","3 783.311",""
"2019M02","Bulgaria","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M02","Bulgaria","Coal and manufactured gases","Gigawatt-hour","1 490.566",""
"2019M02","Bulgaria","Natural gas","Gigawatt-hour","234.159",""
"2019M02","Bulgaria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 352.143",""
"2019M02","Czechia","Total","Gigawatt-hour","7 237.196",""
"2019M02","Czechia","Combustible fuels - non-renewable","Gigawatt-hour","6.957",""
"2019M02","Czechia","Coal and manufactured gases","Gigawatt-hour","3 462.443",""
"2019M02","Czechia","Natural gas","Gigawatt-hour","447.151",""
"2019M02","Czechia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 459.529",""
"2019M02","Denmark","Total","Gigawatt-hour","2 802.395",""
"2019M02","Denmark","Combustible fuels - non-renewable","Gigawatt-hour","61.061",""
"2019M02","Denmark","Coal and manufactured gases","Gigawatt-hour","597.785",""
"2019M02","Denmark","Natural gas","Gigawatt-hour","232.859",""
"2019M02","Denmark","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M02","Germany (until 1990 former territory of the FRG)","Total","Gigawatt-hour","47 609.758",""
"2019M02","Germany (until 1990 former territory of the FRG)","Combustible fuels - non-renewable","Gigawatt-hour","1 408.619","e"
"2019M02","Germany (until 1990 former territory of the FRG)","Coal and manufactured gases","Gigawatt-hour","16 312.655","e"
"2019M02","Germany (until 1990 former territory of the FRG)","Natural gas","Gigawatt-hour","7 124.563","e"
"2019M02","Germany (until 1990 former territory of the FRG)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","6 192.543",""
"2019M02","Estonia","Total","Gigawatt-hour","691.000",""
"2019M02","Estonia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M02","Estonia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M02","Estonia","Natural gas","Gigawatt-hour","0.000",""
"2019M02","Estonia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M02","Ireland","Total","Gigawatt-hour","2 403.525",""
"2019M02","Ireland","Combustible fuels - non-renewable","Gigawatt-hour","206.971",""
"2019M02","Ireland","Coal and manufactured gases","Gigawatt-hour","88.295",""
"2019M02","Ireland","Natural gas","Gigawatt-hour","852.152",""
"2019M02","Ireland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M02","Greece","Total","Gigawatt-hour","3 912.081",""
"2019M02","Greece","Combustible fuels - non-renewable","Gigawatt-hour","0.080",""
"2019M02","Greece","Coal and manufactured gases","Gigawatt-hour","884.710",""
"2019M02","Greece","Natural gas","Gigawatt-hour","1 338.440",""
"2019M02","Greece","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M02","Spain","Total","Gigawatt-hour","20 564.785",""
"2019M02","Spain","Combustible fuels - non-renewable","Gigawatt-hour","188.099",""
"2019M02","Spain","Coal and manufactured gases","Gigawatt-hour","2 410.498",""
"2019M02","Spain","Natural gas","Gigawatt-hour","4 662.989",""
"2019M02","Spain","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","4 766.786",""
"2019M02","France","Total","Gigawatt-hour","50 885.874",""
"2019M02","France","Combustible fuels - non-renewable","Gigawatt-hour",":",""
"2019M02","France","Coal and manufactured gases","Gigawatt-hour","546.175","e"
"2019M02","France","Natural gas","Gigawatt-hour","5 137.210",""
"2019M02","France","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","36 089.935",""
"2019M02","Croatia","Total","Gigawatt-hour","1 093.142",""
"2019M02","Croatia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M02","Croatia","Coal and manufactured gases","Gigawatt-hour","115.205",""
"2019M02","Croatia","Natural gas","Gigawatt-hour","220.180",""
"2019M02","Croatia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M02","Italy","Total","Gigawatt-hour","21 952.000",""
"2019M02","Italy","Combustible fuels - non-renewable","Gigawatt-hour",":",""
"2019M02","Italy","Coal and manufactured gases","Gigawatt-hour",":",""
"2019M02","Italy","Natural gas","Gigawatt-hour",":",""
"2019M02","Italy","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M02","Cyprus","Total","Gigawatt-hour","363.488",""
"2019M02","Cyprus","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M02","Cyprus","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M02","Cyprus","Natural gas","Gigawatt-hour","0.000",""
"2019M02","Cyprus","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M02","Latvia","Total","Gigawatt-hour","471.000",""
"2019M02","Latvia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M02","Latvia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M02","Latvia","Natural gas","Gigawatt-hour","232.000",""
"2019M02","Latvia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M02","Lithuania","Total","Gigawatt-hour","338.352",""
"2019M02","Lithuania","Combustible fuels - non-renewable","Gigawatt-hour","6.514","e"
"2019M02","Lithuania","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M02","Lithuania","Natural gas","Gigawatt-hour","49.748","e"
"2019M02","Lithuania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M02","Luxembourg","Total","Gigawatt-hour","159.873",""
"2019M02","Luxembourg","Combustible fuels - non-renewable","Gigawatt-hour","5.265",""
"2019M02","Luxembourg","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M02","Luxembourg","Natural gas","Gigawatt-hour","21.571",""
"2019M02","Luxembourg","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M02","Hungary","Total","Gigawatt-hour","2 285.135",""
"2019M02","Hungary","Combustible fuels - non-renewable","Gigawatt-hour","23.418",""
"2019M02","Hungary","Coal and manufactured gases","Gigawatt-hour","311.985",""
"2019M02","Hungary","Natural gas","Gigawatt-hour","611.581",""
"2019M02","Hungary","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 012.920",""
"2019M02","Malta","Total","Gigawatt-hour","138.515",""
"2019M02","Malta","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M02","Malta","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M02","Malta","Natural gas","Gigawatt-hour","126.192",""
"2019M02","Malta","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M02","Netherlands","Total","Gigawatt-hour","10 242.217",""
"2019M02","Netherlands","Combustible fuels - non-renewable","Gigawatt-hour","143.233",""
"2019M02","Netherlands","Coal and manufactured gases","Gigawatt-hour","2 334.391",""
"2019M02","Netherlands","Natural gas","Gigawatt-hour","5 878.907",""
"2019M02","Netherlands","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","247.090",""
"2019M02","Austria","Total","Gigawatt-hour","5 496.646",""
"2019M02","Austria","Combustible fuels - non-renewable","Gigawatt-hour","62.666",""
"2019M02","Austria","Coal and manufactured gases","Gigawatt-hour","344.164",""
"2019M02","Austria","Natural gas","Gigawatt-hour","1 273.218",""
"2019M02","Austria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M02","Poland","Total","Gigawatt-hour","12 337.499",""
"2019M02","Poland","Combustible fuels - non-renewable","Gigawatt-hour","70.730",""
"2019M02","Poland","Coal and manufactured gases","Gigawatt-hour","8 923.420",""
"2019M02","Poland","Natural gas","Gigawatt-hour","1 067.131",""
"2019M02","Poland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M02","Portugal","Total","Gigawatt-hour","3 727.000",""
"2019M02","Portugal","Combustible fuels - non-renewable","Gigawatt-hour","23.000",""
"2019M02","Portugal","Coal and manufactured gases","Gigawatt-hour","597.000",""
"2019M02","Portugal","Natural gas","Gigawatt-hour","822.000",""
"2019M02","Portugal","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M02","Romania","Total","Gigawatt-hour","4 699.000",""
"2019M02","Romania","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M02","Romania","Coal and manufactured gases","Gigawatt-hour","979.000",""
"2019M02","Romania","Natural gas","Gigawatt-hour","957.000",""
"2019M02","Romania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","853.000",""
"2019M02","Slovenia","Total","Gigawatt-hour","1 208.274",""
"2019M02","Slovenia","Combustible fuels - non-renewable","Gigawatt-hour","0.768",""
"2019M02","Slovenia","Coal and manufactured gases","Gigawatt-hour","352.111",""
"2019M02","Slovenia","Natural gas","Gigawatt-hour","38.699",""
"2019M02","Slovenia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","467.434",""
"2019M02","Slovakia","Total","Gigawatt-hour","2 174.000",""
"2019M02","Slovakia","Combustible fuels - non-renewable","Gigawatt-hour","35.000",""
"2019M02","Slovakia","Coal and manufactured gases","Gigawatt-hour","216.000",""
"2019M02","Slovakia","Natural gas","Gigawatt-hour","221.000",""
"2019M02","Slovakia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 195.000",""
"2019M02","Finland","Total","Gigawatt-hour","6 118.000",""
"2019M02","Finland","Combustible fuels - non-renewable","Gigawatt-hour","71.000",""
"2019M02","Finland","Coal and manufactured gases","Gigawatt-hour","927.000",""
"2019M02","Finland","Natural gas","Gigawatt-hour","602.000",""
"2019M02","Finland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 879.000",""
"2019M02","Sweden","Total","Gigawatt-hour","14 731.400",""
"2019M02","Sweden","Combustible fuels - non-renewable","Gigawatt-hour","188.373",""
"2019M02","Sweden","Coal and manufactured gases","Gigawatt-hour","73.778",""
"2019M02","Sweden","Natural gas","Gigawatt-hour","130.867",""
"2019M02","Sweden","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","5 497.410",""
"2019M03","European Union - 27 countries (from 2020)","Total","Gigawatt-hour","241 913.393",""
"2019M03","European Union - 27 countries (from 2020)","Combustible fuels - non-renewable","Gigawatt-hour","2 746.439",""
"2019M03","European Union - 27 countries (from 2020)","Coal and manufactured gases","Gigawatt-hour","34 393.998",""
"2019M03","European Union - 27 countries (from 2020)","Natural gas","Gigawatt-hour","29 713.663",""
"2019M03","European Union - 27 countries (from 2020)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","66 641.384",""
"2019M03","Belgium","Total","Gigawatt-hour","7 134.404",""
"2019M03","Belgium","Combustible fuels - non-renewable","Gigawatt-hour","98.161",""
"2019M03","Belgium","Coal and manufactured gases","Gigawatt-hour","208.543",""
"2019M03","Belgium","Natural gas","Gigawatt-hour","1 500.092",""
"2019M03","Belgium","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","3 526.849",""
"2019M03","Bulgaria","Total","Gigawatt-hour","3 623.772",""
"2019M03","Bulgaria","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M03","Bulgaria","Coal and manufactured gases","Gigawatt-hour","1 240.146",""
"2019M03","Bulgaria","Natural gas","Gigawatt-hour","213.455",""
"2019M03","Bulgaria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 495.897",""
"2019M03","Czechia","Total","Gigawatt-hour","7 003.579",""
"2019M03","Czechia","Combustible fuels - non-renewable","Gigawatt-hour","6.697",""
"2019M03","Czechia","Coal and manufactured gases","Gigawatt-hour","3 386.773",""
"2019M03","Czechia","Natural gas","Gigawatt-hour","300.090",""
"2019M03","Czechia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 168.537",""
"2019M03","Denmark","Total","Gigawatt-hour","3 245.666",""
"2019M03","Denmark","Combustible fuels - non-renewable","Gigawatt-hour","58.963",""
"2019M03","Denmark","Coal and manufactured gases","Gigawatt-hour","519.869",""
"2019M03","Denmark","Natural gas","Gigawatt-hour","195.948",""
"2019M03","Denmark","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M03","Germany (until 1990 former territory of the FRG)","Total","Gigawatt-hour","50 476.809",""
"2019M03","Germany (until 1990 former territory of the FRG)","Combustible fuels - non-renewable","Gigawatt-hour","1 501.622","e"
"2019M03","Germany (until 1990 former territory of the FRG)","Coal and manufactured gases","Gigawatt-hour","12 072.166","e"
"2019M03","Germany (until 1990 former territory of the FRG)","Natural gas","Gigawatt-hour","6 087.599","e"
"2019M03","Germany (until 1990 former territory of the FRG)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","6 710.874",""
"2019M03","Estonia","Total","Gigawatt-hour","677.000",""
"2019M03","Estonia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M03","Estonia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M03","Estonia","Natural gas","Gigawatt-hour","0.000",""
"2019M03","Estonia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M03","Ireland","Total","Gigawatt-hour","2 471.024",""
"2019M03","Ireland","Combustible fuels - non-renewable","Gigawatt-hour","227.164",""
"2019M03","Ireland","Coal and manufactured gases","Gigawatt-hour","60.609",""
"2019M03","Ireland","Natural gas","Gigawatt-hour","1 088.330",""
"2019M03","Ireland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M03","Greece","Total","Gigawatt-hour","3 586.778",""
"2019M03","Greece","Combustible fuels - non-renewable","Gigawatt-hour","0.090",""
"2019M03","Greece","Coal and manufactured gases","Gigawatt-hour","995.420",""
"2019M03","Greece","Natural gas","Gigawatt-hour","890.000",""
"2019M03","Greece","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M03","Spain","Total","Gigawatt-hour","20 870.737",""
"2019M03","Spain","Combustible fuels - non-renewable","Gigawatt-hour","212.401",""
"2019M03","Spain","Coal and manufactured gases","Gigawatt-hour","965.695",""
"2019M03","Spain","Natural gas","Gigawatt-hour","4 546.247",""
"2019M03","Spain","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","5 274.747",""
"2019M03","France","Total","Gigawatt-hour","51 182.635",""
"2019M03","France","Combustible fuels - non-renewable","Gigawatt-hour",":",""
"2019M03","France","Coal and manufactured gases","Gigawatt-hour","174.220","e"
"2019M03","France","Natural gas","Gigawatt-hour","3 976.286",""
"2019M03","France","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","35 497.692",""
"2019M03","Croatia","Total","Gigawatt-hour","844.015",""
"2019M03","Croatia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M03","Croatia","Coal and manufactured gases","Gigawatt-hour","141.130",""
"2019M03","Croatia","Natural gas","Gigawatt-hour","143.766",""
"2019M03","Croatia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M03","Italy","Total","Gigawatt-hour","22 866.000",""
"2019M03","Italy","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M03","Italy","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M03","Italy","Natural gas","Gigawatt-hour","0.000",""
"2019M03","Italy","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M03","Cyprus","Total","Gigawatt-hour","352.777",""
"2019M03","Cyprus","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2019M03","Cyprus","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2019M03","Cyprus","Natural gas","Gigawatt-hour","0.000",""
"2019M03","Cyprus","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2019M03","Latvia","Total","Gigawatt-hour","686.000",""
