"TIME","GEO","SIEC","UNIT","Value","Flag and Footnotes"
"2021M02","Romania","Total","Gigawatt-hour","4 697.000",""
"2021M02","Romania","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M02","Romania","Coal and manufactured gases","Gigawatt-hour","771.000",""
"2021M02","Romania","Natural gas","Gigawatt-hour","802.000",""
"2021M02","Romania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","859.000",""
"2021M02","Slovenia","Total","Gigawatt-hour","1 308.584",""
"2021M02","Slovenia","Combustible fuels - non-renewable","Gigawatt-hour","0.784",""
"2021M02","Slovenia","Coal and manufactured gases","Gigawatt-hour","305.154",""
"2021M02","Slovenia","Natural gas","Gigawatt-hour","46.442",""
"2021M02","Slovenia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","467.199",""
"2021M02","Slovakia","Total","Gigawatt-hour","2 498.000",""
"2021M02","Slovakia","Combustible fuels - non-renewable","Gigawatt-hour","123.000",""
"2021M02","Slovakia","Coal and manufactured gases","Gigawatt-hour","121.000",""
"2021M02","Slovakia","Natural gas","Gigawatt-hour","432.000",""
"2021M02","Slovakia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 226.000",""
"2021M02","Finland","Total","Gigawatt-hour","6 516.907",""
"2021M02","Finland","Combustible fuels - non-renewable","Gigawatt-hour","66.000",""
"2021M02","Finland","Coal and manufactured gases","Gigawatt-hour","757.000",""
"2021M02","Finland","Natural gas","Gigawatt-hour","711.000",""
"2021M02","Finland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 879.944",""
"2021M02","Sweden","Total","Gigawatt-hour","14 818.744",""
"2021M02","Sweden","Combustible fuels - non-renewable","Gigawatt-hour","171.680",""
"2021M02","Sweden","Coal and manufactured gases","Gigawatt-hour","4.370",""
"2021M02","Sweden","Natural gas","Gigawatt-hour","84.270",""
"2021M02","Sweden","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","4 625.080",""
"2021M03","European Union - 27 countries (from 2020)","Total","Gigawatt-hour","240 950.573",""
"2021M03","European Union - 27 countries (from 2020)","Combustible fuels - non-renewable","Gigawatt-hour","2 584.475",""
"2021M03","European Union - 27 countries (from 2020)","Coal and manufactured gases","Gigawatt-hour","30 842.890",""
"2021M03","European Union - 27 countries (from 2020)","Natural gas","Gigawatt-hour","35 134.168",""
"2021M03","European Union - 27 countries (from 2020)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","61 916.856",""
"2021M03","Belgium","Total","Gigawatt-hour","8 977.781",""
"2021M03","Belgium","Combustible fuels - non-renewable","Gigawatt-hour","87.838",""
"2021M03","Belgium","Coal and manufactured gases","Gigawatt-hour","153.086",""
"2021M03","Belgium","Natural gas","Gigawatt-hour","2 209.959",""
"2021M03","Belgium","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","4 385.725",""
"2021M03","Bulgaria","Total","Gigawatt-hour","3 917.608",""
"2021M03","Bulgaria","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M03","Bulgaria","Coal and manufactured gases","Gigawatt-hour","1 081.542",""
"2021M03","Bulgaria","Natural gas","Gigawatt-hour","319.957",""
"2021M03","Bulgaria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 510.119",""
"2021M03","Czechia","Total","Gigawatt-hour","7 027.446",""
"2021M03","Czechia","Combustible fuels - non-renewable","Gigawatt-hour","7.063",""
"2021M03","Czechia","Coal and manufactured gases","Gigawatt-hour","2 711.715",""
"2021M03","Czechia","Natural gas","Gigawatt-hour","839.285",""
"2021M03","Czechia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 456.864",""
"2021M03","Denmark","Total","Gigawatt-hour","3 070.302",""
"2021M03","Denmark","Combustible fuels - non-renewable","Gigawatt-hour","67.084",""
"2021M03","Denmark","Coal and manufactured gases","Gigawatt-hour","523.876",""
"2021M03","Denmark","Natural gas","Gigawatt-hour","168.734",""
"2021M03","Denmark","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M03","Germany (until 1990 former territory of the FRG)","Total","Gigawatt-hour","46 341.480",""
"2021M03","Germany (until 1990 former territory of the FRG)","Combustible fuels - non-renewable","Gigawatt-hour","1 262.113","e"
"2021M03","Germany (until 1990 former territory of the FRG)","Coal and manufactured gases","Gigawatt-hour","11 708.671","e"
"2021M03","Germany (until 1990 former territory of the FRG)","Natural gas","Gigawatt-hour","7 981.264","e"
"2021M03","Germany (until 1990 former territory of the FRG)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","5 503.866",""
"2021M03","Estonia","Total","Gigawatt-hour","394.400",""
"2021M03","Estonia","Combustible fuels - non-renewable","Gigawatt-hour","170.000",""
"2021M03","Estonia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M03","Estonia","Natural gas","Gigawatt-hour","0.000",""
"2021M03","Estonia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M03","Ireland","Total","Gigawatt-hour","2 603.810",""
"2021M03","Ireland","Combustible fuels - non-renewable","Gigawatt-hour","92.026",""
"2021M03","Ireland","Coal and manufactured gases","Gigawatt-hour","127.938",""
"2021M03","Ireland","Natural gas","Gigawatt-hour","1 237.609",""
"2021M03","Ireland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M03","Greece","Total","Gigawatt-hour","3 998.580",""
"2021M03","Greece","Combustible fuels - non-renewable","Gigawatt-hour","0.100",""
"2021M03","Greece","Coal and manufactured gases","Gigawatt-hour","644.070",""
"2021M03","Greece","Natural gas","Gigawatt-hour","1 410.449",""
"2021M03","Greece","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M03","Spain","Total","Gigawatt-hour","22 092.639",""
"2021M03","Spain","Combustible fuels - non-renewable","Gigawatt-hour","184.342",""
"2021M03","Spain","Coal and manufactured gases","Gigawatt-hour","242.255",""
"2021M03","Spain","Natural gas","Gigawatt-hour","3 894.281",""
"2021M03","Spain","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","4 833.136",""
"2021M03","France","Total","Gigawatt-hour","48 425.693",""
"2021M03","France","Combustible fuels - non-renewable","Gigawatt-hour",":",""
"2021M03","France","Coal and manufactured gases","Gigawatt-hour","573.678","e"
"2021M03","France","Natural gas","Gigawatt-hour","4 438.706",""
"2021M03","France","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","31 695.350",""
"2021M03","Croatia","Total","Gigawatt-hour","1 401.027",""
"2021M03","Croatia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M03","Croatia","Coal and manufactured gases","Gigawatt-hour","136.189",""
"2021M03","Croatia","Natural gas","Gigawatt-hour","265.781",""
"2021M03","Croatia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M03","Italy","Total","Gigawatt-hour","22 395.000",""
"2021M03","Italy","Combustible fuels - non-renewable","Gigawatt-hour",":",""
"2021M03","Italy","Coal and manufactured gases","Gigawatt-hour",":",""
"2021M03","Italy","Natural gas","Gigawatt-hour",":",""
"2021M03","Italy","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M03","Cyprus","Total","Gigawatt-hour","347.749",""
"2021M03","Cyprus","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M03","Cyprus","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M03","Cyprus","Natural gas","Gigawatt-hour","0.000",""
"2021M03","Cyprus","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M03","Latvia","Total","Gigawatt-hour","704.000",""
"2021M03","Latvia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M03","Latvia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M03","Latvia","Natural gas","Gigawatt-hour","218.000",""
"2021M03","Latvia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M03","Lithuania","Total","Gigawatt-hour","400.147",""
"2021M03","Lithuania","Combustible fuels - non-renewable","Gigawatt-hour","6.029","e"
"2021M03","Lithuania","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M03","Lithuania","Natural gas","Gigawatt-hour","94.992","e"
"2021M03","Lithuania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M03","Luxembourg","Total","Gigawatt-hour","204.986","e"
"2021M03","Luxembourg","Combustible fuels - non-renewable","Gigawatt-hour","4.273","e"
"2021M03","Luxembourg","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M03","Luxembourg","Natural gas","Gigawatt-hour","19.304","e"
"2021M03","Luxembourg","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M03","Hungary","Total","Gigawatt-hour","2 978.566",""
"2021M03","Hungary","Combustible fuels - non-renewable","Gigawatt-hour","28.932",""
"2021M03","Hungary","Coal and manufactured gases","Gigawatt-hour","206.631",""
"2021M03","Hungary","Natural gas","Gigawatt-hour","745.602",""
"2021M03","Hungary","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 415.245",""
"2021M03","Malta","Total","Gigawatt-hour","154.475",""
"2021M03","Malta","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M03","Malta","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M03","Malta","Natural gas","Gigawatt-hour","130.865",""
"2021M03","Malta","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M03","Netherlands","Total","Gigawatt-hour","11 279.301",""
"2021M03","Netherlands","Combustible fuels - non-renewable","Gigawatt-hour","132.047",""
"2021M03","Netherlands","Coal and manufactured gases","Gigawatt-hour","1 210.889",""
"2021M03","Netherlands","Natural gas","Gigawatt-hour","6 070.745",""
"2021M03","Netherlands","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","359.731",""
"2021M03","Austria","Total","Gigawatt-hour","5 126.138",""
"2021M03","Austria","Combustible fuels - non-renewable","Gigawatt-hour","40.699",""
"2021M03","Austria","Coal and manufactured gases","Gigawatt-hour","182.632",""
"2021M03","Austria","Natural gas","Gigawatt-hour","1 115.075",""
"2021M03","Austria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M03","Poland","Total","Gigawatt-hour","13 279.768",""
"2021M03","Poland","Combustible fuels - non-renewable","Gigawatt-hour","100.772",""
"2021M03","Poland","Coal and manufactured gases","Gigawatt-hour","9 461.279",""
"2021M03","Poland","Natural gas","Gigawatt-hour","1 176.306",""
"2021M03","Poland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M03","Portugal","Total","Gigawatt-hour","4 494.866",""
"2021M03","Portugal","Combustible fuels - non-renewable","Gigawatt-hour","25.659",""
"2021M03","Portugal","Coal and manufactured gases","Gigawatt-hour","28.322",""
"2021M03","Portugal","Natural gas","Gigawatt-hour","841.346",""
"2021M03","Portugal","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M03","Romania","Total","Gigawatt-hour","4 953.000",""
"2021M03","Romania","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M03","Romania","Coal and manufactured gases","Gigawatt-hour","743.000",""
"2021M03","Romania","Natural gas","Gigawatt-hour","857.000",""
"2021M03","Romania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","953.000",""
"2021M03","Slovenia","Total","Gigawatt-hour","1 332.432",""
"2021M03","Slovenia","Combustible fuels - non-renewable","Gigawatt-hour","0.818",""
"2021M03","Slovenia","Coal and manufactured gases","Gigawatt-hour","369.927",""
"2021M03","Slovenia","Natural gas","Gigawatt-hour","46.928",""
"2021M03","Slovenia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","514.646",""
"2021M03","Slovakia","Total","Gigawatt-hour","2 458.000",""
"2021M03","Slovakia","Combustible fuels - non-renewable","Gigawatt-hour","128.000",""
"2021M03","Slovakia","Coal and manufactured gases","Gigawatt-hour","109.000",""
"2021M03","Slovakia","Natural gas","Gigawatt-hour","481.000",""
"2021M03","Slovakia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 181.000",""
"2021M03","Finland","Total","Gigawatt-hour","6 754.774",""
"2021M03","Finland","Combustible fuels - non-renewable","Gigawatt-hour","73.000",""
"2021M03","Finland","Coal and manufactured gases","Gigawatt-hour","628.000",""
"2021M03","Finland","Natural gas","Gigawatt-hour","559.000",""
"2021M03","Finland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 081.614",""
"2021M03","Sweden","Total","Gigawatt-hour","15 836.605",""
"2021M03","Sweden","Combustible fuels - non-renewable","Gigawatt-hour","173.680",""
"2021M03","Sweden","Coal and manufactured gases","Gigawatt-hour","0.190",""
"2021M03","Sweden","Natural gas","Gigawatt-hour","11.980",""
"2021M03","Sweden","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","5 026.560",""
"2021M04","European Union - 27 countries (from 2020)","Total","Gigawatt-hour","216 634.430",""
"2021M04","European Union - 27 countries (from 2020)","Combustible fuels - non-renewable","Gigawatt-hour","2 669.264",""
"2021M04","European Union - 27 countries (from 2020)","Coal and manufactured gases","Gigawatt-hour","27 718.702",""
"2021M04","European Union - 27 countries (from 2020)","Natural gas","Gigawatt-hour","32 179.288",""
"2021M04","European Union - 27 countries (from 2020)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","53 857.054",""
"2021M04","Belgium","Total","Gigawatt-hour","8 198.478",""
"2021M04","Belgium","Combustible fuels - non-renewable","Gigawatt-hour","80.525",""
"2021M04","Belgium","Coal and manufactured gases","Gigawatt-hour","182.590",""
"2021M04","Belgium","Natural gas","Gigawatt-hour","2 241.111",""
"2021M04","Belgium","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","3 758.651",""
"2021M04","Bulgaria","Total","Gigawatt-hour","3 530.417",""
"2021M04","Bulgaria","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M04","Bulgaria","Coal and manufactured gases","Gigawatt-hour","1 228.984",""
"2021M04","Bulgaria","Natural gas","Gigawatt-hour","192.105",""
"2021M04","Bulgaria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 090.098",""
"2021M04","Czechia","Total","Gigawatt-hour","6 037.159",""
"2021M04","Czechia","Combustible fuels - non-renewable","Gigawatt-hour","7.249",""
"2021M04","Czechia","Coal and manufactured gases","Gigawatt-hour","2 238.124",""
"2021M04","Czechia","Natural gas","Gigawatt-hour","779.348",""
"2021M04","Czechia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 003.518",""
"2021M04","Denmark","Total","Gigawatt-hour","2 789.507",""
"2021M04","Denmark","Combustible fuels - non-renewable","Gigawatt-hour","66.376",""
"2021M04","Denmark","Coal and manufactured gases","Gigawatt-hour","408.828",""
"2021M04","Denmark","Natural gas","Gigawatt-hour","109.218",""
"2021M04","Denmark","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M04","Germany (until 1990 former territory of the FRG)","Total","Gigawatt-hour","43 505.341",""
"2021M04","Germany (until 1990 former territory of the FRG)","Combustible fuels - non-renewable","Gigawatt-hour","1 388.568","e"
"2021M04","Germany (until 1990 former territory of the FRG)","Coal and manufactured gases","Gigawatt-hour","10 648.226","e"
"2021M04","Germany (until 1990 former territory of the FRG)","Natural gas","Gigawatt-hour","7 344.199","e"
"2021M04","Germany (until 1990 former territory of the FRG)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","5 147.874",""
"2021M04","Estonia","Total","Gigawatt-hour","415.100",""
"2021M04","Estonia","Combustible fuels - non-renewable","Gigawatt-hour","220.500",""
"2021M04","Estonia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M04","Estonia","Natural gas","Gigawatt-hour","0.000",""
"2021M04","Estonia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M04","Ireland","Total","Gigawatt-hour","2 335.952",""
"2021M04","Ireland","Combustible fuels - non-renewable","Gigawatt-hour","90.781",""
"2021M04","Ireland","Coal and manufactured gases","Gigawatt-hour","234.837",""
"2021M04","Ireland","Natural gas","Gigawatt-hour","1 224.695",""
"2021M04","Ireland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M04","Greece","Total","Gigawatt-hour","3 871.921",""
"2021M04","Greece","Combustible fuels - non-renewable","Gigawatt-hour","0.100",""
"2021M04","Greece","Coal and manufactured gases","Gigawatt-hour","411.780",""
"2021M04","Greece","Natural gas","Gigawatt-hour","1 680.400",""
"2021M04","Greece","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M04","Spain","Total","Gigawatt-hour","19 890.790",""
"2021M04","Spain","Combustible fuels - non-renewable","Gigawatt-hour","175.760",""
"2021M04","Spain","Coal and manufactured gases","Gigawatt-hour","270.349",""
"2021M04","Spain","Natural gas","Gigawatt-hour","5 046.254",""
"2021M04","Spain","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","4 197.333",""
"2021M04","France","Total","Gigawatt-hour","40 023.676",""
"2021M04","France","Combustible fuels - non-renewable","Gigawatt-hour",":",""
"2021M04","France","Coal and manufactured gases","Gigawatt-hour","373.188","e"
"2021M04","France","Natural gas","Gigawatt-hour","3 239.791",""
"2021M04","France","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","27 209.135",""
"2021M04","Croatia","Total","Gigawatt-hour","1 082.790",""
"2021M04","Croatia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M04","Croatia","Coal and manufactured gases","Gigawatt-hour","7.993",""
"2021M04","Croatia","Natural gas","Gigawatt-hour","209.284",""
"2021M04","Croatia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M04","Italy","Total","Gigawatt-hour","21 315.000",""
"2021M04","Italy","Combustible fuels - non-renewable","Gigawatt-hour",":",""
