"TIME","GEO","INDIC_BT","NACE_R2","S_ADJ","UNIT","Value","Flag and Footnotes"
"2015M12","France","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-5.3",""
"2015M12","France","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.1",""
"2015M12","France","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","France","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.2",""
"2015M12","Croatia","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-1.1",""
"2015M12","Croatia","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.2",""
"2015M12","Croatia","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-4.5",""
"2015M12","Croatia","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Croatia","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.1",""
"2015M12","Croatia","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.3",""
"2015M12","Italy","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.6",""
"2015M12","Italy","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.3",""
"2015M12","Italy","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-1.9",""
"2015M12","Italy","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Italy","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Italy","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Cyprus","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Cyprus","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.2",""
"2015M12","Cyprus","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.4",""
"2015M12","Cyprus","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.3",""
"2015M12","Cyprus","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Cyprus","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.2",""
"2015M12","Latvia","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.2",""
"2015M12","Latvia","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.1",""
"2015M12","Latvia","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.2",""
"2015M12","Latvia","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.7",""
"2015M12","Latvia","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.1",""
"2015M12","Latvia","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.1",""
"2015M12","Lithuania","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-2.2",""
"2015M12","Lithuania","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Lithuania","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-7.2",""
"2015M12","Lithuania","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Lithuania","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.4",""
"2015M12","Lithuania","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.1",""
"2015M12","Luxembourg","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-1.5",""
"2015M12","Luxembourg","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-2.6",""
"2015M12","Luxembourg","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Luxembourg","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Luxembourg","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period",":","c"
"2015M12","Luxembourg","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.6",""
"2015M12","Hungary","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.4",""
"2015M12","Hungary","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.1",""
"2015M12","Hungary","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-1.5",""
"2015M12","Hungary","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.5",""
"2015M12","Hungary","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.9",""
"2015M12","Hungary","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.1",""
"2015M12","Malta","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.7",""
"2015M12","Malta","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","1.6",""
"2015M12","Malta","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Malta","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Malta","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Malta","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.5",""
"2015M12","Netherlands","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-1.6",""
"2015M12","Netherlands","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.1",""
"2015M12","Netherlands","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-9.8",""
"2015M12","Netherlands","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.4",""
"2015M12","Netherlands","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.1",""
"2015M12","Netherlands","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.4",""
"2015M12","Austria","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.4",""
"2015M12","Austria","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.1",""
"2015M12","Austria","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-1.3",""
"2015M12","Austria","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Austria","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Austria","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.1",""
"2015M12","Poland","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.2",""
"2015M12","Poland","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.1",""
"2015M12","Poland","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-1.8",""
"2015M12","Poland","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.6",""
"2015M12","Poland","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.3",""
"2015M12","Poland","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.1",""
"2015M12","Portugal","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.7",""
"2015M12","Portugal","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.2",""
"2015M12","Portugal","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-3.0",""
"2015M12","Portugal","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.3",""
"2015M12","Portugal","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.1",""
"2015M12","Portugal","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Romania","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.2",""
"2015M12","Romania","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.1",""
"2015M12","Romania","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-2.4",""
"2015M12","Romania","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","1.1",""
"2015M12","Romania","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.4",""
"2015M12","Romania","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Slovenia","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.2",""
"2015M12","Slovenia","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.2",""
"2015M12","Slovenia","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.4",""
"2015M12","Slovenia","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Slovenia","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.6",""
"2015M12","Slovenia","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.4",""
"2015M12","Slovakia","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.5",""
"2015M12","Slovakia","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.5",""
"2015M12","Slovakia","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-2.0",""
"2015M12","Slovakia","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.2",""
"2015M12","Slovakia","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.6",""
"2015M12","Slovakia","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.6",""
"2015M12","Finland","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-1.1",""
"2015M12","Finland","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.6",""
"2015M12","Finland","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period",":","c"
"2015M12","Finland","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2015M12","Finland","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.2",""
"2015M12","Finland","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.5",""
"2015M12","Sweden","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.7",""
"2015M12","Sweden","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.6",""
"2015M12","Sweden","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-2.4",""
"2015M12","Sweden","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.3",""
"2015M12","Sweden","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.2",""
"2015M12","Sweden","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.2",""
"2016M01","European Union - 27 countries (from 2020)","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.9",""
"2016M01","European Union - 27 countries (from 2020)","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.4",""
"2016M01","European Union - 27 countries (from 2020)","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-4.3",""
"2016M01","European Union - 27 countries (from 2020)","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2016M01","European Union - 27 countries (from 2020)","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.2",""
"2016M01","European Union - 27 countries (from 2020)","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.4",""
"2016M01","Belgium","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-2.4","p"
"2016M01","Belgium","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.5","p"
"2016M01","Belgium","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-7.7","p"
"2016M01","Belgium","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.6","p"
"2016M01","Belgium","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0","p"
"2016M01","Belgium","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.2","p"
"2016M01","Bulgaria","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-1.0",""
"2016M01","Bulgaria","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.5",""
"2016M01","Bulgaria","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-2.7",""
"2016M01","Bulgaria","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.3",""
"2016M01","Bulgaria","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.2",""
"2016M01","Bulgaria","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2016M01","Czechia","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-1.1",""
"2016M01","Czechia","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.8",""
"2016M01","Czechia","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-6.2",""
"2016M01","Czechia","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.1",""
"2016M01","Czechia","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.5",""
"2016M01","Czechia","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.3",""
"2016M01","Denmark","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-1.3",""
"2016M01","Denmark","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.1",""
"2016M01","Denmark","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","2.5",""
"2016M01","Denmark","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.3",""
"2016M01","Denmark","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.1",""
"2016M01","Denmark","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-5.2",""
"2016M01","Germany (until 1990 former territory of the FRG)","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.5",""
"2016M01","Germany (until 1990 former territory of the FRG)","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.4",""
"2016M01","Germany (until 1990 former territory of the FRG)","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-3.0",""
"2016M01","Germany (until 1990 former territory of the FRG)","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.1",""
"2016M01","Germany (until 1990 former territory of the FRG)","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.4",""
"2016M01","Germany (until 1990 former territory of the FRG)","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.0",""
"2016M01","Estonia","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","1.9",""
"2016M01","Estonia","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.2",""
"2016M01","Estonia","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","13.3",""
"2016M01","Estonia","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.8",""
"2016M01","Estonia","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.6",""
"2016M01","Estonia","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.6",""
"2016M01","Ireland","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-2.2",""
"2016M01","Ireland","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period",":","c"
"2016M01","Ireland","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period",":","c"
"2016M01","Ireland","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period",":","c"
"2016M01","Ireland","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period",":","c"
"2016M01","Ireland","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period",":","c"
"2016M01","Greece","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-3.2",""
"2016M01","Greece","Total output price index - in national currency","MIG - intermediate goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.6",""
"2016M01","Greece","Total output price index - in national currency","MIG - energy","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-7.7",""
"2016M01","Greece","Total output price index - in national currency","MIG - capital goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","0.1",""
"2016M01","Greece","Total output price index - in national currency","MIG - durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.3",""
"2016M01","Greece","Total output price index - in national currency","MIG - non-durable consumer goods","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-0.1",""
"2016M01","Spain","Total output price index - in national currency","Industry (except construction, sewerage, waste management and remediation activities)","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Percentage change on previous period","-2.2",""
