time,country,type,value,date
2021M12,Ireland,Coal,370.386,2021-12-01
2021M12,Ireland,Natural gas,1079.121,2021-12-01
2021M12,Ireland,Nuclear,0.0,2021-12-01
2021M12,Greece,Total,5030.154,2021-12-01
2021M12,Greece,Combustible fuels,0.08,2021-12-01
2021M12,Greece,Coal,470.82,2021-12-01
2021M12,Greece,Natural gas,1977.39,2021-12-01
2021M12,Greece,Nuclear,0.0,2021-12-01
2021M12,Spain,Total,23532.683,2021-12-01
2021M12,Spain,Combustible fuels,181.223,2021-12-01
2021M12,Spain,Coal,720.481,2021-12-01
2021M12,Spain,Natural gas,6798.073,2021-12-01
2021M12,Spain,Nuclear,3922.864,2021-12-01
2021M12,France,Total,48871.638,2021-12-01
2021M12,France,Combustible fuels,0.0,2021-12-01
2021M12,France,Coal,992.681,2021-12-01
2021M12,France,Natural gas,5443.883,2021-12-01
2021M12,France,Nuclear,31503.128,2021-12-01
2021M12,Croatia,Total,1663.828,2021-12-01
2021M12,Croatia,Combustible fuels,0.0,2021-12-01
2021M12,Croatia,Coal,115.62,2021-12-01
2021M12,Croatia,Natural gas,227.492,2021-12-01
2021M12,Croatia,Nuclear,0.0,2021-12-01
2021M12,Italy,Total,25465.0,2021-12-01
2021M12,Italy,Combustible fuels,0.0,2021-12-01
2021M12,Italy,Coal,0.0,2021-12-01
2021M12,Italy,Natural gas,0.0,2021-12-01
2021M12,Italy,Nuclear,0.0,2021-12-01
2021M12,Cyprus,Total,399.49,2021-12-01
2021M12,Cyprus,Combustible fuels,0.0,2021-12-01
2021M12,Cyprus,Coal,0.0,2021-12-01
2021M12,Cyprus,Natural gas,0.0,2021-12-01
2021M12,Cyprus,Nuclear,0.0,2021-12-01
2021M12,Latvia,Total,671.0,2021-12-01
2021M12,Latvia,Combustible fuels,0.0,2021-12-01
2021M12,Latvia,Coal,0.0,2021-12-01
2021M12,Latvia,Natural gas,310.0,2021-12-01
2021M12,Latvia,Nuclear,0.0,2021-12-01
2021M12,Lithuania,Total,395.289,2021-12-01
2021M12,Lithuania,Combustible fuels,7.645,2021-12-01
2021M12,Lithuania,Coal,0.0,2021-12-01
2021M12,Lithuania,Natural gas,70.636,2021-12-01
2021M12,Lithuania,Nuclear,0.0,2021-12-01
2021M12,Luxembourg,Total,192.414,2021-12-01
2021M12,Luxembourg,Combustible fuels,5.293,2021-12-01
2021M12,Luxembourg,Coal,0.0,2021-12-01
2021M12,Luxembourg,Natural gas,17.928,2021-12-01
2021M12,Luxembourg,Nuclear,0.0,2021-12-01
2021M12,Hungary,Total,2837.133,2021-12-01
2021M12,Hungary,Combustible fuels,21.011,2021-12-01
2021M12,Hungary,Coal,244.457,2021-12-01
2021M12,Hungary,Natural gas,1055.572,2021-12-01
2021M12,Hungary,Nuclear,1159.882,2021-12-01
2021M12,Malta,Total,159.879,2021-12-01
2021M12,Malta,Combustible fuels,0.0,2021-12-01
2021M12,Malta,Coal,0.0,2021-12-01
2021M12,Malta,Natural gas,132.658,2021-12-01
2021M12,Malta,Nuclear,0.0,2021-12-01
2021M12,Netherlands,Total,10982.409,2021-12-01
2021M12,Netherlands,Combustible fuels,143.975,2021-12-01
2021M12,Netherlands,Coal,2215.643,2021-12-01
2021M12,Netherlands,Natural gas,5007.481,2021-12-01
2021M12,Netherlands,Nuclear,358.345,2021-12-01
2021M12,Austria,Total,5695.746,2021-12-01
2021M12,Austria,Combustible fuels,63.834,2021-12-01
2021M12,Austria,Coal,163.837,2021-12-01
2021M12,Austria,Natural gas,1544.569,2021-12-01
2021M12,Austria,Nuclear,0.0,2021-12-01
2021M12,Poland,Total,15659.328,2021-12-01
2021M12,Poland,Combustible fuels,95.998,2021-12-01
2021M12,Poland,Coal,11515.358,2021-12-01
2021M12,Poland,Natural gas,1321.282,2021-12-01
2021M12,Poland,Nuclear,0.0,2021-12-01
2021M12,Portugal,Total,4599.441,2021-12-01
2021M12,Portugal,Combustible fuels,25.31,2021-12-01
2021M12,Portugal,Coal,0.0,2021-12-01
2021M12,Portugal,Natural gas,1155.617,2021-12-01
2021M12,Portugal,Nuclear,0.0,2021-12-01
2021M12,Romania,Total,4845.0,2021-12-01
2021M12,Romania,Combustible fuels,0.0,2021-12-01
2021M12,Romania,Coal,759.0,2021-12-01
2021M12,Romania,Natural gas,1026.0,2021-12-01
2021M12,Romania,Nuclear,952.0,2021-12-01
2021M12,Slovenia,Total,1251.571,2021-12-01
2021M12,Slovenia,Combustible fuels,0.904,2021-12-01
2021M12,Slovenia,Coal,336.489,2021-12-01
2021M12,Slovenia,Natural gas,34.987,2021-12-01
2021M12,Slovenia,Nuclear,515.427,2021-12-01
2021M12,Slovakia,Total,2450.0,2021-12-01
2021M12,Slovakia,Combustible fuels,147.0,2021-12-01
2021M12,Slovakia,Coal,156.0,2021-12-01
2021M12,Slovakia,Natural gas,373.0,2021-12-01
2021M12,Slovakia,Nuclear,1373.0,2021-12-01
2021M12,Finland,Total,7160.0,2021-12-01
2021M12,Finland,Combustible fuels,83.0,2021-12-01
2021M12,Finland,Coal,798.0,2021-12-01
2021M12,Finland,Natural gas,429.0,2021-12-01
2021M12,Finland,Nuclear,2080.0,2021-12-01
2021M12,Sweden,Total,17083.605,2021-12-01
2021M12,Sweden,Combustible fuels,165.44,2021-12-01
2021M12,Sweden,Coal,5.66,2021-12-01
2021M12,Sweden,Natural gas,114.55,2021-12-01
2021M12,Sweden,Nuclear,4995.71,2021-12-01
