time,country,value,value_var,value_100,date
2016M01,Czechia,0.1411,-4.73,96.71,2016-01-01
2016M02,Czechia,0.1411,0.0,96.71,2016-02-01
2016M03,Czechia,0.1411,0.0,96.71,2016-03-01
2016M04,Czechia,0.141,-0.07,96.64,2016-04-01
2016M05,Czechia,0.141,0.0,96.64,2016-05-01
2016M06,Czechia,0.141,0.0,96.64,2016-06-01
2016M01,Denmark,0.2734,2.32,102.25,2016-01-01
2016M02,Denmark,0.2733,-0.04,102.21,2016-02-01
2016M03,Denmark,0.2732,-0.04,102.17,2016-03-01
2016M04,Denmark,0.2731,-0.04,102.13,2016-04-01
2016M05,Denmark,0.273,-0.04,102.09,2016-05-01
2016M06,Denmark,0.2729,-0.04,102.05,2016-06-01
2016M01,Germany,0.2259,1.48,99.25,2016-01-01
2016M02,Germany,0.2255,-0.18,99.07,2016-02-01
2016M03,Germany,0.225,-0.22,98.85,2016-03-01
2016M04,Germany,0.2246,-0.18,98.67,2016-04-01
2016M05,Germany,0.2242,-0.18,98.49,2016-05-01
2016M06,Germany,0.2237,-0.22,98.27,2016-06-01
2016M01,Estonia,0.1118,-5.09,97.99,2016-01-01
2016M02,Estonia,0.1124,0.54,98.52,2016-02-01
2016M03,Estonia,0.113,0.53,99.04,2016-03-01
2016M04,Estonia,0.1136,0.53,99.56,2016-04-01
2016M05,Estonia,0.1141,0.44,100.0,2016-05-01
2016M06,Estonia,0.1147,0.53,100.53,2016-06-01
2016M01,Ireland,0.1806,-3.01,97.1,2016-01-01
2016M02,Ireland,0.1797,-0.5,96.61,2016-02-01
2016M03,Ireland,0.1788,-0.5,96.13,2016-03-01
2016M04,Ireland,0.178,-0.45,95.7,2016-04-01
2016M05,Ireland,0.1771,-0.51,95.21,2016-05-01
2016M06,Ireland,0.1762,-0.51,94.72,2016-06-01
2016M01,Greece,0.1434,-31.88,74.18,2016-01-01
2016M02,Greece,0.1474,2.79,76.25,2016-02-01
2016M03,Greece,0.1513,2.65,78.27,2016-03-01
2016M04,Greece,0.1553,2.64,80.34,2016-04-01
2016M05,Greece,0.1593,2.58,82.41,2016-05-01
2016M06,Greece,0.1632,2.45,84.43,2016-06-01
2016M01,Spain,0.1775,-2.9,92.84,2016-01-01
2016M02,Spain,0.1764,-0.62,92.26,2016-02-01
2016M03,Spain,0.1752,-0.68,91.63,2016-03-01
2016M04,Spain,0.174,-0.68,91.01,2016-04-01
2016M05,Spain,0.1729,-0.63,90.44,2016-05-01
2016M06,Spain,0.1718,-0.64,89.86,2016-06-01
2016M01,France,0.1396,-2.1,94.52,2016-01-01
2016M02,France,0.1383,-0.93,93.64,2016-02-01
2016M03,France,0.137,-0.94,92.76,2016-03-01
2016M04,France,0.1357,-0.95,91.88,2016-04-01
2016M05,France,0.1344,-0.96,91.0,2016-05-01
2016M06,France,0.1331,-0.97,90.12,2016-06-01
2016M01,Croatia,0.1322,-2.0,98.22,2016-01-01
2016M02,Croatia,0.132,-0.15,98.07,2016-02-01
2016M03,Croatia,0.1318,-0.15,97.92,2016-03-01
2016M04,Croatia,0.1316,-0.15,97.77,2016-04-01
2016M05,Croatia,0.1315,-0.08,97.69,2016-05-01
2016M06,Croatia,0.1313,-0.15,97.54,2016-06-01
2016M01,Italy,0.2141,-4.03,94.62,2016-01-01
2016M02,Italy,0.2145,0.19,94.8,2016-02-01
2016M03,Italy,0.215,0.23,95.02,2016-03-01
2016M04,Italy,0.2154,0.19,95.2,2016-04-01
2016M05,Italy,0.2158,0.19,95.38,2016-05-01
2016M06,Italy,0.2163,0.23,95.6,2016-06-01
2016M01,Cyprus,0.155,-18.55,78.48,2016-01-01
2016M02,Cyprus,0.1582,2.06,80.1,2016-02-01
2016M03,Cyprus,0.1613,1.96,81.67,2016-03-01
2016M04,Cyprus,0.1645,1.98,83.29,2016-04-01
2016M05,Cyprus,0.1677,1.95,84.91,2016-05-01
2016M06,Cyprus,0.1708,1.85,86.48,2016-06-01
2016M01,Latvia,0.1555,-1.83,97.49,2016-01-01
2016M02,Latvia,0.157,0.96,98.43,2016-02-01
2016M03,Latvia,0.1585,0.96,99.37,2016-03-01
2016M04,Latvia,0.16,0.95,100.31,2016-04-01
2016M05,Latvia,0.1615,0.94,101.25,2016-05-01
2016M06,Latvia,0.163,0.93,102.19,2016-06-01
2016M01,Lithuania,0.1277,-3.84,96.45,2016-01-01
2016M02,Lithuania,0.1265,-0.94,95.54,2016-02-01
2016M03,Lithuania,0.1253,-0.95,94.63,2016-03-01
2016M04,Lithuania,0.1241,-0.96,93.72,2016-04-01
2016M05,Lithuania,0.1229,-0.97,92.81,2016-05-01
2016M06,Lithuania,0.1217,-0.98,91.9,2016-06-01
2016M01,Luxembourg,0.1093,-1.71,98.47,2016-01-01
2016M02,Luxembourg,0.1094,0.09,98.56,2016-02-01
2016M03,Luxembourg,0.1095,0.09,98.65,2016-03-01
2016M04,Luxembourg,0.1096,0.09,98.74,2016-04-01
2016M05,Luxembourg,0.1096,0.0,98.74,2016-05-01
2016M06,Luxembourg,0.1097,0.09,98.83,2016-06-01
2016M01,Hungary,0.1151,-4.48,94.89,2016-01-01
2016M02,Hungary,0.1155,0.35,95.22,2016-02-01
2016M03,Hungary,0.1159,0.35,95.55,2016-03-01
2016M04,Hungary,0.1162,0.26,95.8,2016-04-01
2016M05,Hungary,0.1166,0.34,96.13,2016-05-01
2016M06,Hungary,0.117,0.34,96.46,2016-06-01
2016M01,Malta,0.1657,1.47,88.47,2016-01-01
2016M02,Malta,0.1653,-0.24,88.26,2016-02-01
2016M03,Malta,0.1649,-0.24,88.05,2016-03-01
2016M04,Malta,0.1645,-0.24,87.84,2016-04-01
2016M05,Malta,0.1642,-0.18,87.68,2016-05-01
2016M06,Malta,0.1638,-0.24,87.47,2016-06-01
2016M01,Netherlands,0.1669,30.8,96.48,2016-01-01
2016M02,Netherlands,0.1597,-4.31,92.32,2016-02-01
2016M03,Netherlands,0.1525,-4.51,88.16,2016-03-01
2016M04,Netherlands,0.1452,-4.79,83.94,2016-04-01
2016M05,Netherlands,0.138,-4.96,79.78,2016-05-01
2016M06,Netherlands,0.1308,-5.22,75.62,2016-06-01
2016M01,Austria,0.1519,0.6,101.61,2016-01-01
2016M02,Austria,0.1514,-0.33,101.27,2016-02-01
2016M03,Austria,0.1509,-0.33,100.94,2016-03-01
2016M04,Austria,0.1504,-0.33,100.61,2016-04-01
2016M05,Austria,0.15,-0.27,100.34,2016-05-01
2016M06,Austria,0.1495,-0.33,100.01,2016-06-01
2016M01,Poland,0.1313,-5.74,92.02,2016-01-01
2016M02,Poland,0.1313,0.0,92.02,2016-02-01
2016M03,Poland,0.1312,-0.08,91.95,2016-03-01
2016M04,Poland,0.1312,0.0,91.95,2016-04-01
2016M05,Poland,0.1312,0.0,91.95,2016-05-01
2016M06,Poland,0.1311,-0.08,91.88,2016-06-01
2016M01,Portugal,0.1844,4.06,102.16,2016-01-01
2016M02,Portugal,0.1844,0.0,102.16,2016-02-01
2016M03,Portugal,0.1844,0.0,102.16,2016-03-01
2016M04,Portugal,0.1844,0.0,102.16,2016-04-01
2016M05,Portugal,0.1843,-0.05,102.11,2016-05-01
2016M06,Portugal,0.1843,0.0,102.11,2016-06-01
2016M01,Romania,0.1115,-6.46,90.95,2016-01-01
2016M02,Romania,0.1111,-0.36,90.62,2016-02-01
2016M03,Romania,0.1107,-0.36,90.29,2016-03-01
2016M04,Romania,0.1103,-0.36,89.96,2016-04-01
2016M05,Romania,0.1099,-0.36,89.64,2016-05-01
2016M06,Romania,0.1095,-0.36,89.32,2016-06-01
2016M01,Slovenia,0.1277,-1.69,101.19,2016-01-01
2016M02,Slovenia,0.1273,-0.31,100.88,2016-02-01
2016M03,Slovenia,0.1268,-0.39,100.49,2016-03-01
2016M04,Slovenia,0.1264,-0.32,100.17,2016-04-01
2016M05,Slovenia,0.126,-0.32,99.85,2016-05-01
2016M06,Slovenia,0.1255,-0.4,99.45,2016-06-01
2016M01,Slovakia,0.1621,-2.17,97.95,2016-01-01
2016M02,Slovakia,0.162,-0.06,97.89,2016-02-01
2016M03,Slovakia,0.1618,-0.12,97.77,2016-03-01
2016M04,Slovakia,0.1617,-0.06,97.71,2016-04-01
2016M05,Slovakia,0.1616,-0.06,97.65,2016-05-01
2016M06,Slovakia,0.1614,-0.12,97.53,2016-06-01
2016M01,Finland,0.1027,-0.87,98.47,2016-01-01
2016M02,Finland,0.103,0.29,98.76,2016-02-01
2016M03,Finland,0.1034,0.39,99.15,2016-03-01
2016M04,Finland,0.1037,0.29,99.44,2016-04-01
2016M05,Finland,0.104,0.29,99.73,2016-05-01
2016M06,Finland,0.1044,0.38,100.11,2016-06-01
2016M01,Sweden,0.0894,1.94,99.0,2016-01-01
2016M02,Sweden,0.0904,1.12,100.11,2016-02-01
2016M03,Sweden,0.0914,1.11,101.22,2016-03-01
2016M04,Sweden,0.0924,1.09,102.32,2016-04-01
2016M05,Sweden,0.0935,1.19,103.54,2016-05-01
2016M06,Sweden,0.0945,1.07,104.65,2016-06-01
2016M07,EU,0.1687,-1.92,94.46,2016-07-01
2016M08,EU,0.1698,0.65,95.07,2016-08-01
2016M09,EU,0.1709,0.65,95.69,2016-09-01
2016M10,EU,0.172,0.64,96.3,2016-10-01
2016M11,EU,0.1732,0.7,96.97,2016-11-01
2016M12,EU,0.1743,0.64,97.59,2016-12-01
2016M07,Belgium,0.1895,5.1,111.08,2016-07-01
2016M08,Belgium,0.1902,0.37,111.49,2016-08-01
2016M09,Belgium,0.191,0.42,111.96,2016-09-01
2016M10,Belgium,0.1917,0.37,112.37,2016-10-01
2016M11,Belgium,0.1924,0.37,112.79,2016-11-01
2016M12,Belgium,0.1932,0.42,113.26,2016-12-01
2016M07,Bulgaria,0.1136,-11.6,105.67,2016-07-01
2016M08,Bulgaria,0.1125,-0.97,104.65,2016-08-01
2016M09,Bulgaria,0.1114,-0.98,103.62,2016-09-01
2016M10,Bulgaria,0.1102,-1.08,102.5,2016-10-01
2016M11,Bulgaria,0.1091,-1.0,101.48,2016-11-01
2016M12,Bulgaria,0.108,-1.01,100.46,2016-12-01
2016M07,Czechia,0.141,-0.07,96.64,2016-07-01
2016M08,Czechia,0.14,-0.71,95.95,2016-08-01
2016M09,Czechia,0.1391,-0.64,95.34,2016-09-01
2016M10,Czechia,0.1381,-0.72,94.65,2016-10-01
2016M11,Czechia,0.1371,-0.72,93.97,2016-11-01
2016M12,Czechia,0.1362,-0.66,93.35,2016-12-01
2016M07,Denmark,0.2728,-0.22,102.03,2016-07-01
2016M08,Denmark,0.2739,0.4,102.44,2016-08-01
2016M09,Denmark,0.275,0.4,102.85,2016-09-01
2016M10,Denmark,0.2761,0.4,103.26,2016-10-01
2016M11,Denmark,0.2772,0.4,103.67,2016-11-01
2016M12,Denmark,0.2783,0.4,104.08,2016-12-01
2016M07,Germany,0.2233,-1.15,98.11,2016-07-01
2016M08,Germany,0.2245,0.54,98.64,2016-08-01
2016M09,Germany,0.2257,0.53,99.16,2016-09-01
2016M10,Germany,0.2269,0.53,99.69,2016-10-01
2016M11,Germany,0.2281,0.53,100.22,2016-11-01
2016M12,Germany,0.2293,0.53,100.75,2016-12-01
2016M07,Estonia,0.1153,3.13,101.06,2016-07-01
2016M08,Estonia,0.1148,-0.43,100.63,2016-08-01
2016M09,Estonia,0.1143,-0.44,100.19,2016-09-01
2016M10,Estonia,0.1138,-0.44,99.75,2016-10-01
2016M11,Estonia,0.1134,-0.35,99.4,2016-11-01
2016M12,Estonia,0.1129,-0.44,98.96,2016-12-01
2016M07,Ireland,0.1753,-2.93,94.25,2016-07-01
2016M08,Ireland,0.1743,-0.57,93.71,2016-08-01
2016M09,Ireland,0.1733,-0.57,93.18,2016-09-01
2016M10,Ireland,0.1723,-0.58,92.64,2016-10-01
2016M11,Ireland,0.1712,-0.64,92.05,2016-11-01
2016M12,Ireland,0.1702,-0.58,91.52,2016-12-01
2016M07,Greece,0.1672,16.6,86.49,2016-07-01
2016M08,Greece,0.1664,-0.48,86.07,2016-08-01
2016M09,Greece,0.1657,-0.42,85.71,2016-09-01
2016M10,Greece,0.1649,-0.48,85.3,2016-10-01
2016M11,Greece,0.1642,-0.42,84.94,2016-11-01
2016M12,Greece,0.1635,-0.43,84.57,2016-12-01
2016M07,Spain,0.1706,-3.89,89.23,2016-07-01
2016M08,Spain,0.1698,-0.47,88.81,2016-08-01
2016M09,Spain,0.169,-0.47,88.39,2016-09-01
2016M10,Spain,0.1682,-0.47,87.97,2016-10-01
2016M11,Spain,0.1674,-0.48,87.55,2016-11-01
2016M12,Spain,0.1666,-0.48,87.13,2016-12-01
2016M07,France,0.1318,-5.59,89.24,2016-07-01
2016M08,France,0.1343,1.9,90.94,2016-08-01
2016M09,France,0.1367,1.79,92.57,2016-09-01
2016M10,France,0.1392,1.83,94.26,2016-10-01
2016M11,France,0.1417,1.8,95.96,2016-11-01
2016M12,France,0.1441,1.69,97.58,2016-12-01
2016M07,Croatia,0.1311,-0.83,97.4,2016-07-01
2016M08,Croatia,0.1288,-1.75,95.7,2016-08-01
2016M09,Croatia,0.1265,-1.79,93.99,2016-09-01
2016M10,Croatia,0.1242,-1.82,92.28,2016-10-01
2016M11,Croatia,0.1219,-1.85,90.57,2016-11-01
2016M12,Croatia,0.1196,-1.89,88.86,2016-12-01
2016M07,Italy,0.2167,1.21,95.76,2016-07-01
2016M08,Italy,0.2153,-0.65,95.14,2016-08-01
2016M09,Italy,0.214,-0.6,94.57,2016-09-01
2016M10,Italy,0.2126,-0.65,93.96,2016-10-01
2016M11,Italy,0.2112,-0.66,93.34,2016-11-01
2016M12,Italy,0.2099,-0.62,92.76,2016-12-01
2016M07,Cyprus,0.174,12.26,88.1,2016-07-01
2016M08,Cyprus,0.1777,2.13,89.98,2016-08-01
2016M09,Cyprus,0.1814,2.08,91.85,2016-09-01
2016M10,Cyprus,0.1851,2.04,93.72,2016-10-01
2016M11,Cyprus,0.1889,2.05,95.64,2016-11-01
2016M12,Cyprus,0.1926,1.96,97.51,2016-12-01
2016M07,Latvia,0.1645,5.79,103.13,2016-07-01
2016M08,Latvia,0.1642,-0.18,102.94,2016-08-01
2016M09,Latvia,0.164,-0.12,102.82,2016-09-01
2016M10,Latvia,0.1637,-0.18,102.63,2016-10-01
2016M11,Latvia,0.1634,-0.18,102.45,2016-11-01
2016M12,Latvia,0.1632,-0.12,102.33,2016-12-01
2016M07,Lithuania,0.1205,-5.64,91.01,2016-07-01
2016M08,Lithuania,0.1195,-0.83,90.25,2016-08-01
2016M09,Lithuania,0.1185,-0.84,89.49,2016-09-01
2016M10,Lithuania,0.1174,-0.93,88.66,2016-10-01
2016M11,Lithuania,0.1164,-0.85,87.91,2016-11-01
2016M12,Lithuania,0.1154,-0.86,87.15,2016-12-01
2016M07,Luxembourg,0.1098,0.46,98.92,2016-07-01
2016M08,Luxembourg,0.1097,-0.09,98.83,2016-08-01
2016M09,Luxembourg,0.1097,0.0,98.83,2016-09-01
2016M10,Luxembourg,0.1096,-0.09,98.74,2016-10-01
2016M11,Luxembourg,0.1095,-0.09,98.65,2016-11-01
2016M12,Luxembourg,0.1095,0.0,98.65,2016-12-01
2016M07,Hungary,0.1174,2.0,96.79,2016-07-01
2016M08,Hungary,0.1168,-0.51,96.3,2016-08-01
2016M09,Hungary,0.1162,-0.51,95.81,2016-09-01
2016M10,Hungary,0.1156,-0.52,95.31,2016-10-01
2016M11,Hungary,0.1149,-0.61,94.73,2016-11-01
2016M12,Hungary,0.1143,-0.52,94.24,2016-12-01
2016M07,Malta,0.1634,-1.39,87.24,2016-07-01
2016M08,Malta,0.1628,-0.37,86.92,2016-08-01
2016M09,Malta,0.1622,-0.37,86.6,2016-09-01
2016M10,Malta,0.1616,-0.37,86.28,2016-10-01
2016M11,Malta,0.1609,-0.43,85.91,2016-11-01
2016M12,Malta,0.1603,-0.37,85.59,2016-12-01
2016M07,Netherlands,0.1236,-25.94,71.45,2016-07-01
2016M08,Netherlands,0.1306,5.66,75.49,2016-08-01
2016M09,Netherlands,0.1375,5.28,79.48,2016-09-01
2016M10,Netherlands,0.1444,5.02,83.47,2016-10-01
2016M11,Netherlands,0.1514,4.85,87.52,2016-11-01
2016M12,Netherlands,0.1584,4.62,91.56,2016-12-01
2016M07,Austria,0.149,-1.91,99.67,2016-07-01
2016M08,Austria,0.148,-0.67,99.0,2016-08-01
2016M09,Austria,0.147,-0.68,98.33,2016-09-01
2016M10,Austria,0.146,-0.68,97.66,2016-10-01
2016M11,Austria,0.145,-0.68,97.0,2016-11-01
2016M12,Austria,0.144,-0.69,96.33,2016-12-01
2016M07,Poland,0.1311,-0.15,91.88,2016-07-01
2016M08,Poland,0.1326,1.14,92.93,2016-08-01
2016M09,Poland,0.1341,1.13,93.98,2016-09-01
2016M10,Poland,0.1356,1.12,95.03,2016-10-01
2016M11,Poland,0.1372,1.18,96.15,2016-11-01
2016M12,Poland,0.1387,1.09,97.2,2016-12-01
2016M07,Portugal,0.1843,-0.05,102.11,2016-07-01
2016M08,Portugal,0.1851,0.43,102.55,2016-08-01
2016M09,Portugal,0.186,0.49,103.05,2016-09-01
2016M10,Portugal,0.1869,0.48,103.54,2016-10-01
2016M11,Portugal,0.1877,0.43,103.99,2016-11-01
2016M12,Portugal,0.1886,0.48,104.49,2016-12-01
2016M07,Romania,0.1091,-2.15,88.99,2016-07-01
2016M08,Romania,0.1085,-0.55,88.5,2016-08-01
2016M09,Romania,0.108,-0.46,88.09,2016-09-01
2016M10,Romania,0.1074,-0.56,87.6,2016-10-01
2016M11,Romania,0.1068,-0.56,87.11,2016-11-01
2016M12,Romania,0.1063,-0.47,86.7,2016-12-01
2016M07,Slovenia,0.1251,-2.04,99.13,2016-07-01
2016M08,Slovenia,0.1244,-0.56,98.57,2016-08-01
2016M09,Slovenia,0.1236,-0.64,97.94,2016-09-01
2016M10,Slovenia,0.1229,-0.57,97.38,2016-10-01
2016M11,Slovenia,0.1222,-0.57,96.82,2016-11-01
2016M12,Slovenia,0.1214,-0.65,96.19,2016-12-01
2016M07,Slovakia,0.1613,-0.49,97.47,2016-07-01
2016M08,Slovakia,0.161,-0.19,97.28,2016-08-01
2016M09,Slovakia,0.1607,-0.19,97.1,2016-09-01
2016M10,Slovakia,0.1604,-0.19,96.92,2016-10-01
2016M11,Slovakia,0.1602,-0.12,96.8,2016-11-01
2016M12,Slovakia,0.1599,-0.19,96.62,2016-12-01
2016M07,Finland,0.1047,1.95,100.39,2016-07-01
2016M08,Finland,0.1046,-0.1,100.29,2016-08-01
2016M09,Finland,0.1046,0.0,100.29,2016-09-01
2016M10,Finland,0.1045,-0.1,100.19,2016-10-01
2016M11,Finland,0.1044,-0.1,100.09,2016-11-01
2016M12,Finland,0.1044,0.0,100.09,2016-12-01
2016M07,Sweden,0.0955,6.82,105.75,2016-07-01
2016M08,Sweden,0.0955,0.0,105.75,2016-08-01
2016M09,Sweden,0.0955,0.0,105.75,2016-09-01
2016M10,Sweden,0.0955,0.0,105.75,2016-10-01
2016M11,Sweden,0.0954,-0.1,105.64,2016-11-01
2016M12,Sweden,0.0954,0.0,105.64,2016-12-01
2017M01,EU,0.1754,3.97,98.21,2017-01-01
2017M02,EU,0.1747,-0.4,97.82,2017-02-01
2017M03,EU,0.174,-0.4,97.43,2017-03-01
2017M04,EU,0.1733,-0.4,97.04,2017-04-01
2017M05,EU,0.1726,-0.4,96.65,2017-05-01
2017M06,EU,0.1719,-0.41,96.25,2017-06-01
2017M01,Belgium,0.1939,2.32,113.66,2017-01-01
2017M02,Belgium,0.1927,-0.62,112.96,2017-02-01
2017M03,Belgium,0.1916,-0.57,112.32,2017-03-01
2017M04,Belgium,0.1904,-0.63,111.61,2017-04-01
2017M05,Belgium,0.1892,-0.63,110.91,2017-05-01
2017M06,Belgium,0.1881,-0.58,110.27,2017-06-01
2017M01,Bulgaria,0.1069,-5.9,99.44,2017-01-01
2017M02,Bulgaria,0.1078,0.84,100.28,2017-02-01
2017M03,Bulgaria,0.1088,0.93,101.21,2017-03-01
2017M04,Bulgaria,0.1097,0.83,102.05,2017-04-01
2017M05,Bulgaria,0.1106,0.82,102.89,2017-05-01
2017M06,Bulgaria,0.1116,0.9,103.82,2017-06-01
2017M01,Czechia,0.1352,-4.11,92.67,2017-01-01
2017M02,Czechia,0.1366,1.04,93.63,2017-02-01
2017M03,Czechia,0.138,1.02,94.59,2017-03-01
2017M04,Czechia,0.1393,0.94,95.48,2017-04-01
2017M05,Czechia,0.1407,1.01,96.44,2017-05-01
2017M06,Czechia,0.1421,1.0,97.4,2017-06-01
2017M01,Denmark,0.2794,2.42,104.5,2017-01-01
2017M02,Denmark,0.2791,-0.11,104.39,2017-02-01
2017M03,Denmark,0.2787,-0.14,104.24,2017-03-01
2017M04,Denmark,0.2784,-0.11,104.13,2017-04-01
2017M05,Denmark,0.2781,-0.11,104.02,2017-05-01
2017M06,Denmark,0.2777,-0.14,103.87,2017-06-01
2017M01,Germany,0.2305,3.22,101.27,2017-01-01
2017M02,Germany,0.23,-0.22,101.05,2017-02-01
2017M03,Germany,0.2296,-0.17,100.88,2017-03-01
2017M04,Germany,0.2292,-0.17,100.71,2017-04-01
2017M05,Germany,0.2287,-0.22,100.49,2017-05-01
2017M06,Germany,0.2282,-0.22,100.27,2017-06-01
2017M01,Estonia,0.1124,-2.52,98.51,2017-01-01
2017M02,Estonia,0.1125,0.09,98.6,2017-02-01
2017M03,Estonia,0.1126,0.09,98.69,2017-03-01
2017M04,Estonia,0.1127,0.09,98.78,2017-04-01
2017M05,Estonia,0.1128,0.09,98.87,2017-05-01
2017M06,Estonia,0.1129,0.09,98.96,2017-06-01
2017M01,Ireland,0.1692,-3.48,90.97,2017-01-01
2017M02,Ireland,0.1696,0.24,91.19,2017-02-01
2017M03,Ireland,0.1701,0.29,91.45,2017-03-01
2017M04,Ireland,0.1705,0.24,91.67,2017-04-01
2017M05,Ireland,0.171,0.29,91.94,2017-05-01
2017M06,Ireland,0.1714,0.23,92.15,2017-06-01
2017M01,Greece,0.1627,-2.69,84.16,2017-01-01
2017M02,Greece,0.1655,1.72,85.61,2017-02-01
2017M03,Greece,0.1682,1.63,87.01,2017-03-01
2017M04,Greece,0.171,1.66,88.45,2017-04-01
2017M05,Greece,0.1737,1.58,89.85,2017-05-01
2017M06,Greece,0.1764,1.55,91.24,2017-06-01
2017M01,Spain,0.1658,-2.81,86.72,2017-01-01
2017M02,Spain,0.1661,0.18,86.88,2017-02-01
2017M03,Spain,0.1664,0.18,87.04,2017-03-01
2017M04,Spain,0.1667,0.18,87.2,2017-04-01
2017M05,Spain,0.167,0.18,87.36,2017-05-01
2017M06,Spain,0.1673,0.18,87.52,2017-06-01
2017M01,France,0.1466,11.23,99.26,2017-01-01
2017M02,France,0.1457,-0.61,98.65,2017-02-01
2017M03,France,0.1448,-0.62,98.04,2017-03-01
2017M04,France,0.144,-0.55,97.5,2017-04-01
2017M05,France,0.1431,-0.62,96.9,2017-05-01
2017M06,France,0.1422,-0.63,96.29,2017-06-01
2017M01,Croatia,0.1173,-10.53,87.14,2017-01-01
2017M02,Croatia,0.1181,0.68,87.73,2017-02-01
2017M03,Croatia,0.1189,0.68,88.33,2017-03-01
2017M04,Croatia,0.1198,0.76,89.0,2017-04-01
2017M05,Croatia,0.1206,0.67,89.6,2017-05-01
2017M06,Croatia,0.1214,0.66,90.19,2017-06-01
2017M01,Italy,0.2085,-3.78,92.14,2017-01-01
2017M02,Italy,0.2074,-0.53,91.65,2017-02-01
2017M03,Italy,0.2063,-0.53,91.16,2017-03-01
2017M04,Italy,0.2052,-0.53,90.68,2017-04-01
2017M05,Italy,0.2042,-0.49,90.24,2017-05-01
2017M06,Italy,0.2031,-0.54,89.75,2017-06-01
2017M01,Cyprus,0.1963,12.82,99.39,2017-01-01
2017M02,Cyprus,0.1936,-1.38,98.02,2017-02-01
2017M03,Cyprus,0.1909,-1.39,96.66,2017-03-01
2017M04,Cyprus,0.1881,-1.47,95.24,2017-04-01
2017M05,Cyprus,0.1854,-1.44,93.87,2017-05-01
2017M06,Cyprus,0.1827,-1.46,92.5,2017-06-01
2017M01,Latvia,0.1629,-0.97,102.13,2017-01-01
2017M02,Latvia,0.1627,-0.12,102.01,2017-02-01
2017M03,Latvia,0.1625,-0.12,101.89,2017-03-01
2017M04,Latvia,0.1622,-0.18,101.71,2017-04-01
2017M05,Latvia,0.162,-0.12,101.59,2017-05-01
2017M06,Latvia,0.1618,-0.12,101.47,2017-06-01
2017M01,Lithuania,0.1144,-5.06,86.4,2017-01-01
2017M02,Lithuania,0.1142,-0.17,86.25,2017-02-01
2017M03,Lithuania,0.114,-0.18,86.09,2017-03-01
2017M04,Lithuania,0.1138,-0.18,85.94,2017-04-01
2017M05,Lithuania,0.1136,-0.18,85.79,2017-05-01
2017M06,Lithuania,0.1134,-0.18,85.64,2017-06-01
2017M01,Luxembourg,0.1094,-0.36,98.56,2017-01-01
2017M02,Luxembourg,0.109,-0.37,98.2,2017-02-01
2017M03,Luxembourg,0.1087,-0.28,97.93,2017-03-01
2017M04,Luxembourg,0.1083,-0.37,97.57,2017-04-01
2017M05,Luxembourg,0.1079,-0.37,97.21,2017-05-01
2017M06,Luxembourg,0.1076,-0.28,96.94,2017-06-01
2017M01,Hungary,0.1137,-3.15,93.74,2017-01-01
2017M02,Hungary,0.1139,0.18,93.91,2017-02-01
2017M03,Hungary,0.1141,0.18,94.08,2017-03-01
2017M04,Hungary,0.1142,0.09,94.16,2017-04-01
2017M05,Hungary,0.1144,0.18,94.33,2017-05-01
2017M06,Hungary,0.1146,0.17,94.49,2017-06-01
2017M01,Malta,0.1597,-2.26,85.27,2017-01-01
2017M02,Malta,0.1598,0.06,85.32,2017-02-01
2017M03,Malta,0.1598,0.0,85.32,2017-03-01
2017M04,Malta,0.1598,0.0,85.32,2017-04-01
2017M05,Malta,0.1599,0.06,85.37,2017-05-01
2017M06,Malta,0.16,0.06,85.42,2017-06-01
2017M01,Netherlands,0.1653,33.74,95.56,2017-01-01
2017M02,Netherlands,0.1566,-5.26,90.53,2017-02-01
2017M03,Netherlands,0.1478,-5.62,85.44,2017-03-01
2017M04,Netherlands,0.1391,-5.89,80.41,2017-04-01
2017M05,Netherlands,0.1304,-6.25,75.38,2017-05-01
2017M06,Netherlands,0.1216,-6.75,70.29,2017-06-01
2017M01,Austria,0.143,-4.03,95.65,2017-01-01
2017M02,Austria,0.1435,0.35,95.98,2017-02-01
2017M03,Austria,0.1441,0.42,96.38,2017-03-01
2017M04,Austria,0.1446,0.35,96.72,2017-04-01
2017M05,Austria,0.1452,0.41,97.12,2017-05-01
2017M06,Austria,0.1458,0.41,97.52,2017-06-01
2017M01,Poland,0.1402,6.94,98.26,2017-01-01
2017M02,Poland,0.1399,-0.21,98.05,2017-02-01
2017M03,Poland,0.1396,-0.21,97.84,2017-03-01
2017M04,Poland,0.1394,-0.14,97.7,2017-04-01
2017M05,Poland,0.1391,-0.22,97.49,2017-05-01
2017M06,Poland,0.1388,-0.22,97.28,2017-06-01
2017M01,Portugal,0.1894,2.77,104.94,2017-01-01
2017M02,Portugal,0.189,-0.21,104.72,2017-02-01
2017M03,Portugal,0.1886,-0.21,104.5,2017-03-01
2017M04,Portugal,0.1882,-0.21,104.28,2017-04-01
2017M05,Portugal,0.1878,-0.21,104.06,2017-05-01
2017M06,Portugal,0.1874,-0.21,103.84,2017-06-01
2017M01,Romania,0.1057,-3.12,86.21,2017-01-01
2017M02,Romania,0.106,0.28,86.45,2017-02-01
2017M03,Romania,0.1062,0.19,86.61,2017-03-01
2017M04,Romania,0.1064,0.19,86.77,2017-04-01
2017M05,Romania,0.1067,0.28,87.01,2017-05-01
2017M06,Romania,0.107,0.28,87.25,2017-06-01
